,word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza,annotation_Dieuwertje_total,annotation_Thirza_total
17457,en,O,O,O,O,O,O,O,O
17458,veel,O,O,O,O,O,O,O,O
17459,minder,O,O,O,O,O,O,O,O
17460,tot,O,O,O,O,O,O,O,O
17461,disrespect,O,O,O,O,O,O,O,O
17462,van,O,O,O,O,O,O,O,O
17463,uwel,O,O,O,O,O,O,O,O
17464,Ed,O,O,O,O,O,O,O,O
17465,:,O,O,O,O,O,O,O,O
17466,groot,O,O,O,O,O,O,O,O
17467,agtb,O,O,O,O,O,O,O,O
17468,:,O,O,O,O,O,O,O,O
17469,te,O,O,O,O,O,O,O,O
17470,zullen,O,O,O,O,O,O,O,O
17471,geschieden,O,O,O,O,O,O,O,O
17472,;,O,O,O,O,O,O,O,O
17473,maar,O,O,O,O,O,O,O,O
17474,wel,O,O,O,O,O,O,O,O
17475,om,O,O,O,O,O,O,O,O
17476,reden,O,O,O,O,O,O,O,O
17477,haar,O,O,O,O,O,O,O,O
17478,nieuwe,O,O,O,O,O,O,O,O
17479,Iaar,O,O,O,O,O,O,O,O
17480,seer,O,O,O,O,O,O,O,O
17481,kort,O,O,O,O,O,O,O,O
17482,op,O,O,O,O,O,O,O,O
17483,handen,O,O,O,O,O,O,O,O
17484,was,O,O,O,O,O,O,O,O
17485,en,O,O,O,O,O,O,O,O
17486,sijl,O,O,O,O,O,O,O,O
17487,:,O,O,O,O,O,O,O,O
17488,gewoon,O,O,O,O,O,O,O,O
17489,waren,O,O,O,O,O,O,O,O
17490,',O,O,O,O,O,O,O,O
17491,t,O,O,O,O,O,O,O,O
17492,selve,O,O,O,O,O,O,O,O
17493,na,O,O,O,O,O,O,O,O
17494,de,O,O,O,O,O,O,O,O
17495,oude,O,O,O,O,O,O,O,O
17496,lands,O,O,O,O,O,O,O,O
17497,-,O,O,O,O,O,O,O,O
17498,wijse,O,O,O,O,O,O,O,O
17499,met,O,O,O,O,O,O,O,O
17500,veel,O,O,O,O,O,O,O,O
17501,plegtigheden,O,O,O,O,O,O,O,O
17502,en,O,O,O,O,O,O,O,O
17503,ceremonien,O,O,O,O,O,O,O,O
17504,",",O,O,O,O,O,O,O,O
17505,verschijde,O,O,O,O,O,O,O,O
17506,maanden,O,O,O,O,O,O,O,O
17507,lang,O,O,O,O,O,O,O,O
17508,te,O,O,O,O,O,O,O,O
17509,vieren,O,O,O,O,O,O,O,O
17510,;,O,O,O,O,O,O,O,O
17511,wes,O,O,O,O,O,O,O,O
17512,sijne,O,O,O,O,O,O,O,O
17513,maijestijt,O,O,O,O,O,O,O,O
17514,bedugt,O,O,O,O,O,O,O,O
17515,was,O,O,O,O,O,O,O,O
17516,",",O,O,O,O,O,O,O,O
17517,dat,O,O,O,O,O,O,O,O
17518,w,O,O,O,O,O,O,O,O
17519,',O,O,O,O,O,O,O,O
17520,in,O,O,O,O,O,O,O,O
17521,die,O,O,O,O,O,O,O,O
17522,tussen,O,O,O,O,O,O,O,O
17523,tijd,O,O,O,O,O,O,O,O
17524,door,O,O,O,O,O,O,O,O
17525,de,O,O,O,O,O,O,O,O
17526,grote,O,O,O,O,O,O,O,O
17527,droogte,O,O,O,O,O,O,O,O
17528,en,O,O,O,O,O,O,O,O
17529,hette,O,O,O,O,O,O,O,O
17530,mitsgd,O,O,O,O,O,O,O,O
17531,:,O,O,O,O,O,O,O,O
17532,s,O,O,O,O,O,O,O,O
17533,ongewoonheijd,O,O,O,O,O,O,O,O
17534,van,O,O,O,O,O,O,O,O
17535,',O,O,O,O,O,O,O,O
17536,t,O,O,O,O,O,O,O,O
17537,climaat,O,O,O,O,O,O,O,O
17538,des,O,O,O,O,O,O,O,O
17539,lands,O,O,O,O,O,O,O,O
17540,van,O,O,O,O,O,O,O,O
17541,eenige,O,O,O,O,O,O,O,O
17542,siektens,O,O,O,O,O,O,O,O
17543,mogten,O,O,O,O,O,O,O,O
17544,aangetast,O,O,O,O,O,O,O,O
17545,aangetast,O,O,O,O,O,O,O,O
17546,werden,O,O,O,O,O,O,O,O
17547,",",O,O,O,O,O,O,O,O
17548,en,O,O,O,O,O,O,O,O
17549,',O,O,O,O,O,O,O,O
17550,t,O,O,O,O,O,O,O,O
17551,sijne,O,O,O,O,O,O,O,O
17552,maijesteij,O,O,O,O,O,O,O,O
17553,ten,O,O,O,O,O,O,O,O
17554,anderen,O,O,O,O,O,O,O,O
17555,ook,O,O,O,O,O,O,O,O
17556,zeer,O,O,O,O,O,O,O,O
17557,leed,O,O,O,O,O,O,O,O
17558,soude,O,O,O,O,O,O,O,O
17559,sijn,O,O,O,O,O,O,O,O
17560,",",O,O,O,O,O,O,O,O
17561,indien,O,O,O,O,O,O,O,O
17562,uwel,O,O,O,O,O,O,O,O
17563,Ed,O,O,O,O,O,O,O,O
17564,:,O,O,O,O,O,O,O,O
17565,groot,O,O,O,O,O,O,O,O
17566,agtb,O,O,O,O,O,O,O,O
17567,:,O,O,O,O,O,O,O,O
17568,door,O,O,O,O,O,O,O,O
17569,ons,O,O,O,O,O,O,O,O
17570,lang,O,O,O,O,O,O,O,O
17571,verblijf,O,O,O,O,O,O,O,O
17572,in,O,O,O,O,O,O,O,O
17573,desselfs,O,O,O,O,O,O,O,O
17574,landen,O,O,O,O,O,O,O,O
17575,",",O,O,O,O,O,O,O,O
17576,reder,O,O,O,O,O,O,O,O
17577,gegeven,O,O,O,O,O,O,O,O
17578,wierd,O,O,O,O,O,O,O,O
17579,der,O,O,O,O,O,O,O,O
17580,wegens,O,O,O,O,O,O,O,O
17581,enig,O,O,O,O,O,O,O,O
17582,ongero,O,O,O,O,O,O,O,O
17583,„,O,O,O,O,O,O,O,O
17584,gen,O,O,O,O,O,O,O,O
17585,",",O,O,O,O,O,O,O,O
17586,optevatten,O,O,O,O,O,O,O,O
17587,",",O,O,O,O,O,O,O,O
17588,en,O,O,O,O,O,O,O,O
17589,dat,O,O,O,O,O,O,O,O
17590,wel,O,O,O,O,O,O,O,O
17591,te,O,O,O,O,O,O,O,O
17592,meer,O,O,O,O,O,O,O,O
17593,om,O,O,O,O,O,O,O,O
17594,dat,O,O,O,O,O,O,O,O
17595,dit,O,O,O,O,O,O,O,O
17596,',O,O,O,O,O,O,O,O
17597,t,O,O,O,O,O,O,O,O
17598,eerste,O,O,O,O,O,O,O,O
17599,gezandschap,O,O,O,O,O,O,O,O
17600,was,O,O,O,O,O,O,O,O
17601,dat,O,O,O,O,O,O,O,O
17602,door,O,O,O,O,O,O,O,O
17603,uwel,O,O,O,O,O,O,O,O
17604,Ed,O,O,O,O,O,O,O,O
17605,:,O,O,O,O,O,O,O,O
17606,groot,O,O,O,O,O,O,O,O
17607,agtb,O,O,O,O,O,O,O,O
17608,:,O,O,O,O,O,O,O,O
17609,aan,O,O,O,O,O,O,O,O
17610,sijne,O,O,O,O,O,O,O,O
17611,maijesteijt,O,O,O,O,O,O,O,O
17612,is,O,O,O,O,O,O,O,O
17613,afgezonden,O,O,O,O,O,O,O,O
17614,;,O,O,O,O,O,O,O,O
17615,mitsgaders,O,O,O,O,O,O,O,O
17616,dat,O,O,O,O,O,O,O,O
17617,sijne,O,O,O,O,O,O,O,O
17618,maijestijt,O,O,O,O,O,O,O,O
17619,buijten,O,O,O,O,O,O,O,O
17620,alle,O,O,O,O,O,O,O,O
17621,deze,O,O,O,O,O,O,O,O
17622,redenen,O,O,O,O,O,O,O,O
17623,",",O,O,O,O,O,O,O,O
17624,zelfs,O,O,O,O,O,O,O,O
17625,al,O,O,O,O,O,O,O,O
17626,van,O,O,O,O,O,O,O,O
17627,den,O,O,O,O,O,O,O,O
17628,beginne,O,O,O,O,O,O,O,O
17629,onse,O,O,O,O,O,O,O,O
17630,comste,O,O,O,O,O,O,O,O
17631,in,O,O,O,O,O,O,O,O
17632,desselfs,O,O,O,O,O,O,O,O
17633,landen,O,O,O,O,O,O,O,O
17634,/,O,O,O,O,O,O,O,O
17635,:,O,O,O,O,O,O,O,O
17636,',O,O,O,O,O,O,O,O
17637,t,O,O,O,O,O,O,O,O
17638,gene,O,O,O,O,O,O,O,O
17639,ge,O,O,O,O,O,O,O,O
17640,„,O,O,O,O,O,O,O,O
17641,„,O,O,O,O,O,O,O,O
17642,meerlijk,O,O,O,O,O,O,O,O
17643,in,O,O,O,O,O,O,O,O
17644,9ber,O,O,O,O,O,O,O,O
17645,:,O,O,O,O,O,O,O,O
17646,of,O,O,O,O,O,O,O,O
17647,xber,O,O,O,O,O,O,O,O
17648,:,O,O,O,O,O,O,O,O
17649,",",O,O,O,O,O,O,O,O
17650,dog,O,O,O,O,O,O,O,O
17651,nu,O,O,O,O,O,O,O,O
17652,in,O,O,O,O,O,O,O,O
17653,februarij,O,O,O,O,O,O,O,O
17654,en,O,O,O,O,O,O,O,O
17655,alzo,O,O,O,O,O,O,O,O
17656,seer,O,O,O,O,O,O,O,O
17657,laat,O,O,O,O,O,O,O,O
17658,geschi,O,O,O,O,O,O,O,O
17659,is,O,O,O,O,O,O,O,O
17660,:,O,O,O,O,O,O,O,O
17661,),O,O,O,O,O,O,O,O
17662,van,O,O,O,O,O,O,O,O
17663,gedagten,O,O,O,O,O,O,O,O
17664,was,O,O,O,O,O,O,O,O
17665,geworden,O,O,O,O,O,O,O,O
17666,om,O,O,O,O,O,O,O,O
17667,ons,O,O,O,O,O,O,O,O
17668,mits,O,O,O,O,O,O,O,O
17669,de,O,O,O,O,O,O,O,O
17670,nabijheijd,O,O,O,O,O,O,O,O
17671,van,O,O,O,O,O,O,O,O
17672,hare,O,O,O,O,O,O,O,O
17673,„,O,O,O,O,O,O,O,O
17674,wejaars,O,O,O,O,O,O,O,O
17675,feesten,O,O,O,O,O,O,O,O
17676,",",O,O,O,O,O,O,O,O
17677,veel,O,O,O,O,O,O,O,O
17678,spoediger,O,O,O,O,O,O,O,O
17679,dan,O,O,O,O,O,O,O,O
17680,ordinaire,O,O,O,O,O,O,O,O
17681,gewoonte,O,O,O,O,O,O,O,O
17682,van,O,O,O,O,O,O,O,O
17683,de,O,O,O,O,O,O,O,O
17684,ene,O,O,O,O,O,O,O,O
17685,rust,O,O,O,O,O,O,O,O
17686,plaats,O,O,O,O,O,O,O,O
17687,",",O,O,O,O,O,O,O,O
17688,na,O,O,O,O,O,O,O,O
17689,den,O,O,O,O,O,O,O,O
17690,ander,O,O,O,O,O,O,O,O
17691,te,O,O,O,O,O,O,O,O
17692,laten,O,O,O,O,O,O,O,O
17693,vertreck,O,O,O,O,O,O,O,O
17694,en,O,O,O,O,O,O,O,O
17695,voor,O,O,O,O,O,O,O,O
17696,de,O,O,O,O,O,O,O,O
17697,meerm,O,O,O,O,O,O,O,O
17698,:,O,O,O,O,O,O,O,O
17699,feest,O,O,O,O,O,O,O,O
17700,.,O,O,O,O,O,O,O,O
17701,dagen,O,O,O,O,O,O,O,O
17702,audientie,O,O,O,O,O,O,O,O
17703,lplel,O,O,O,O,O,O,O,O
17704,lp,O,O,O,O,O,O,O,O
17705,&,O,O,O,O,O,O,O,O
17706,de,O,O,O,O,O,O,O,O
17707,t,O,O,O,O,O,O,O,O
17708,d,O,O,O,O,O,O,O,O
17709,bb,O,O,O,O,O,O,O,O
17710,ee,O,O,O,O,O,O,O,O
17711,audientie,O,O,O,O,O,O,O,O
17712,te,O,O,O,O,O,O,O,O
17713,geven,O,O,O,O,O,O,O,O
17714,",",O,O,O,O,O,O,O,O
17715,des,O,O,O,O,O,O,O,O
17716,wij,O,O,O,O,O,O,O,O
17717,daar,O,O,O,O,O,O,O,O
17718,uijt,O,O,O,O,O,O,O,O
17719,geen,O,O,O,O,O,O,O,O
17720,arge,O,O,O,O,O,O,O,O
17721,gedagten,O,O,O,O,O,O,O,O
17722,van,O,O,O,O,O,O,O,O
17723,ongemoegen,O,O,O,O,O,O,O,O
17724,of,O,O,O,O,O,O,O,O
17725,iets,O,O,O,O,O,O,O,O
17726,diergelijkx,O,O,O,O,O,O,O,O
17727,moester,O,O,O,O,O,O,O,O
17728,op,O,O,O,O,O,O,O,O
17729,vatten,O,O,O,O,O,O,O,O
17730,alzo,O,O,O,O,O,O,O,O
17731,sulx,O,O,O,O,O,O,O,O
17732,om,O,O,O,O,O,O,O,O
17733,geene,O,O,O,O,O,O,O,O
17734,andere,O,O,O,O,O,O,O,O
17735,",",O,O,O,O,O,O,O,O
17736,dan,O,O,O,O,O,O,O,O
17737,de,O,O,O,O,O,O,O,O
17738,boven,O,O,O,O,O,O,O,O
17739,gem,O,O,O,O,O,O,O,O
17740,:,O,O,O,O,O,O,O,O
17741,redenen,O,O,O,O,O,O,O,O
17742,geschiede,O,O,O,O,O,O,O,O
17743,",",O,O,O,O,O,O,O,O
17744,en,O,O,O,O,O,O,O,O
17745,wij,O,O,O,O,O,O,O,O
17746,versekerd,O,O,O,O,O,O,O,O
17747,konde,O,O,O,O,O,O,O,O
17748,sijn,O,O,O,O,O,O,O,O
17749,dat,O,O,O,O,O,O,O,O
17750,sijne,O,O,O,O,O,O,O,O
17751,maijestijt,O,O,O,O,O,O,O,O
17752,/,O,O,O,O,O,O,O,O
17753,:,O,O,O,O,O,O,O,O
17754,af,O,O,O,O,O,O,O,O
17755,schoon,O,O,O,O,O,O,O,O
17756,maar,O,O,O,O,O,O,O,O
17757,eene,O,O,O,O,O,O,O,O
17758,audientie,O,O,O,O,O,O,O,O
17759,",",O,O,O,O,O,O,O,O
17760,dagte,O,O,O,O,O,O,O,O
17761,",",O,O,O,O,O,O,O,O
17762,te,O,O,O,O,O,O,O,O
17763,verlenen,O,O,O,O,O,O,O,O
17764,:,O,O,O,O,O,O,O,O
17765,/,O,O,O,O,O,O,O,O
17766,egter,O,O,O,O,O,O,O,O
17767,in,O,O,O,O,O,O,O,O
17768,',O,O,O,O,O,O,O,O
17769,t,O,O,O,O,O,O,O,O
17770,geheel,O,O,O,O,O,O,O,O
17771,niet,O,O,O,O,O,O,O,O
17772,soude,O,O,O,O,O,O,O,O
17773,verminderen,O,O,O,O,O,O,O,O
17774,nog,O,O,O,O,O,O,O,O
17775,verklijnen,O,O,O,O,O,O,O,O
17776,zijne,O,O,O,O,O,O,O,O
17777,grote,O,O,O,O,O,O,O,O
17778,gunste,O,O,O,O,O,O,O,O
17779,en,O,O,O,O,O,O,O,O
17780,ge,O,O,O,O,O,O,O,O
17781,„,O,O,O,O,O,O,O,O
17782,„,O,O,O,O,O,O,O,O
17783,negentheijd,O,O,O,O,O,O,O,O
17784,",",O,O,O,O,O,O,O,O
17785,die,O,O,O,O,O,O,O,O
17786,hij,O,O,O,O,O,O,O,O
17787,ons,O,O,O,O,O,O,O,O
17788,andersints,O,O,O,O,O,O,O,O
17789,zoude,O,O,O,O,O,O,O,O
17790,bewijsen,O,O,O,O,O,O,O,O
17791,",",O,O,O,O,O,O,O,O
17792,waar,O,O,O,O,O,O,O,O
17793,door,O,O,O,O,O,O,O,O
17794,ook,O,O,O,O,O,O,O,O
17795,de,O,O,O,O,O,O,O,O
17796,affaires,O,O,O,O,O,O,O,O
17797,der,O,O,O,O,O,O,O,O
17798,scomp,O,O,O,O,O,O,O,O
17799,:,O,O,O,O,O,O,O,O
17800,even,O,O,O,O,O,O,O,O
17801,voordelig,O,O,O,O,O,O,O,O
17802,en,O,O,O,O,O,O,O,O
17803,niet,O,O,O,O,O,O,O,O
17804,minder,O,O,O,O,O,O,O,O
17805,tot,O,O,O,O,O,O,O,O
17806,genoegen,O,O,O,O,O,O,O,O
17807,zouden,O,O,O,O,O,O,O,O
17808,uijtvallen,O,O,O,O,O,O,O,O
17809,ons,O,O,O,O,O,O,O,O
17810,al,O,O,O,O,O,O,O,O
17811,„,O,O,O,O,O,O,O,O
17812,egter,O,O,O,O,O,O,O,O
17813,afvragende,O,O,O,O,O,O,O,O
17814,hoedanig,O,O,O,O,O,O,O,O
17815,w,O,O,O,O,O,O,O,O
17816,',O,O,O,O,O,O,O,O
17817,hier,O,O,O,O,O,O,O,O
17818,on,O,O,O,O,O,O,O,O
17819,„,O,O,O,O,O,O,O,O
17820,„,O,O,O,O,O,O,O,O
17821,trent,O,O,O,O,O,O,O,O
17822,gezint,O,O,O,O,O,O,O,O
17823,mogten,O,O,O,O,O,O,O,O
17824,wesen,O,O,O,O,O,O,O,O
17825,om,O,O,O,O,O,O,O,O
17826,sijne,O,O,O,O,O,O,O,O
17827,maijestijt,O,O,O,O,O,O,O,O
17828,sulx,O,O,O,O,O,O,O,O
17829,ten,O,O,O,O,O,O,O,O
17830,eersten,O,O,O,O,O,O,O,O
17831,te,O,O,O,O,O,O,O,O
17832,konnen,O,O,O,O,O,O,O,O
17833,bekend,O,O,O,O,O,O,O,O
17834,maken,O,O,O,O,O,O,O,O
17835,",",O,O,O,O,O,O,O,O
17836,dese,O,O,O,O,O,O,O,O
17837,seer,O,O,O,O,O,O,O,O
17838,lang,O,O,O,O,O,O,O,O
17839,wijlige,O,O,O,O,O,O,O,O
17840,.,O,O,O,O,O,O,O,O
17841,en,O,O,O,O,O,O,O,O
17842,ettelijke,O,O,O,O,O,O,O,O
17843,keeren,O,O,O,O,O,O,O,O
17844,herhaalde,O,O,O,O,O,O,O,O
17845,communicatie,O,O,O,O,O,O,O,O
17846,en,O,O,O,O,O,O,O,O
17847,betuijging,O,O,O,O,O,O,O,O
17848,der,O,O,O,O,O,O,O,O
17849,gem,O,O,O,O,O,O,O,O
17850,:,O,O,O,O,O,O,O,O
17851,gooten,O,O,O,O,O,O,O,O
17852,uijt,O,O,O,O,O,O,O,O
17853,name,O,O,O,O,O,O,O,O
17854,des,O,O,O,O,O,O,O,O
17855,keijsers,O,O,O,O,O,O,O,O
17856,konden,O,O,O,O,O,O,O,O
17857,wij,O,O,O,O,O,O,O,O
17858,niet,O,O,O,O,O,O,O,O
17859,anders,O,O,O,O,O,O,O,O
17860,be,O,O,O,O,O,O,O,O
17861,-,O,O,O,O,O,O,O,O
17862,antwoorden,O,O,O,O,O,O,O,O
17863,be,O,O,O,O,O,O,O,O
17864,-,O,O,O,O,O,O,O,O
17865,antwoorden,O,O,O,O,O,O,O,O
17866,dan,O,O,O,O,O,O,O,O
17867,niet,O,O,O,O,O,O,O,O
17868,teseggen,O,O,O,O,O,O,O,O
17869,dat,O,O,O,O,O,O,O,O
17870,',O,O,O,O,O,O,O,O
17871,t,O,O,O,O,O,O,O,O
17872,ons,O,O,O,O,O,O,O,O
17873,ten,O,O,O,O,O,O,O,O
17874,uijtersten,O,O,O,O,O,O,O,O
17875,aangenaam,O,O,O,O,O,O,O,O
17876,was,O,O,O,O,O,O,O,O
17877,te,O,O,O,O,O,O,O,O
17878,verslaa,O,O,O,O,O,O,O,O
17879,„,O,O,O,O,O,O,O,O
17880,de,O,O,O,O,O,O,O,O
17881,kragtige,O,O,O,O,O,O,O,O
17882,versekering,O,O,O,O,O,O,O,O
17883,van,O,O,O,O,O,O,O,O
17884,sijne,O,O,O,O,O,O,O,O
17885,maijestij,O,O,O,O,O,O,O,O
17886,ontrent,O,O,O,O,O,O,O,O
17887,',O,O,O,O,O,O,O,O
17888,t,O,O,O,O,O,O,O,O
17889,goed,O,O,O,O,O,O,O,O
17890,succes,O,O,O,O,O,O,O,O
17891,van,O,O,O,O,O,O,O,O
17892,',O,O,O,O,O,O,O,O
17893,scomp,O,O,O,O,O,O,O,O
17894,belang,O,O,O,O,O,O,O,O
17895,:,O,O,O,O,O,O,O,O
17896,welkers,O,O,O,O,O,O,O,O
17897,bevordering,O,O,O,O,O,O,O,O
17898,door,O,O,O,O,O,O,O,O
17899,de,O,O,O,O,O,O,O,O
17900,gunste,O,O,O,O,O,O,O,O
17901,van,O,O,O,O,O,O,O,O
17902,sijne,O,O,O,O,O,O,O,O
17903,maijestijt,O,O,O,O,O,O,O,O
17904,wij,O,O,O,O,O,O,O,O
17905,steets,O,O,O,O,O,O,O,O
17906,betragtende,O,O,O,O,O,O,O,O
17907,ons,O,O,O,O,O,O,O,O
17908,derhalven,O,O,O,O,O,O,O,O
17909,gantschelijk,O,O,O,O,O,O,O,O
17910,onderwierper,O,O,O,O,O,O,O,O
17911,desselfs,O,O,O,O,O,O,O,O
17912,volkomenen,O,O,O,O,O,O,O,O
17913,wille,O,O,O,O,O,O,O,O
17914,",",O,O,O,O,O,O,O,O
17915,also,O,O,O,O,O,O,O,O
17916,wij,O,O,O,O,O,O,O,O
17917,ten,O,O,O,O,O,O,O,O
17918,vollen,O,O,O,O,O,O,O,O
17919,versekerd,O,O,O,O,O,O,O,O
17920,waren,O,O,O,O,O,O,O,O
17921,",",O,O,O,O,O,O,O,O
17922,zijne,O,O,O,O,O,O,O,O
17923,maijestijt,O,O,O,O,O,O,O,O
17924,ons,O,O,O,O,O,O,O,O
17925,even,O,O,O,O,O,O,O,O
17926,so,O,O,O,O,O,O,O,O
17927,veele,O,O,O,O,O,O,O,O
17928,gunsten,O,O,O,O,O,O,O,O
17929,in,O,O,O,O,O,O,O,O
17930,eene,O,O,O,O,O,O,O,O
17931,als,O,O,O,O,O,O,O,O
17932,in,O,O,O,O,O,O,O,O
17933,verschijde,O,O,O,O,O,O,O,O
17934,audienties,O,O,O,O,O,O,O,O
17935,konde,O,O,O,O,O,O,O,O
17936,bewijsen,O,O,O,O,O,O,O,O
17937,zonder,O,O,O,O,O,O,O,O
17938,der,O,O,O,O,O,O,O,O
17939,wegens,O,O,O,O,O,O,O,O
17940,iets,O,O,O,O,O,O,O,O
17941,meer,O,O,O,O,O,O,O,O
17942,teseggen,O,O,O,O,O,O,O,O
17943,dan,O,O,O,O,O,O,O,O
17944,dat,O,O,O,O,O,O,O,O
17945,w,O,O,O,O,O,O,O,O
17946,',O,O,O,O,O,O,O,O
17947,de,O,O,O,O,O,O,O,O
17948,belangens,O,O,O,O,O,O,O,O
17949,der,O,O,O,O,O,O,O,O
17950,Ecomp,O,O,O,O,O,O,O,O
17951,:,O,O,O,O,O,O,O,O
17952,bevo,O,O,O,O,O,O,O,O
17953,„,O,O,O,O,O,O,O,O
17954,„,O,O,O,O,O,O,O,O
17955,len,O,O,O,O,O,O,O,O
17956,lieten,O,O,O,O,O,O,O,O
17957,",",O,O,O,O,O,O,O,O
17958,in,O,O,O,O,O,O,O,O
17959,zijne,O,O,O,O,O,O,O,O
17960,maijesteijts,O,O,O,O,O,O,O,O
17961,gunsteg,O,O,O,O,O,O,O,O
17962,gedagten,O,O,O,O,O,O,O,O
17963,",",O,O,O,O,O,O,O,O
17964,hier,O,O,O,O,O,O,O,O
17965,op,O,O,O,O,O,O,O,O
17966,versekerden,O,O,O,O,O,O,O,O
17967,gedagte,O,O,O,O,O,O,O,O
17968,heeren,O,O,O,O,O,O,O,O
17969,ons,O,O,O,O,O,O,O,O
17970,nogmaals,O,O,O,O,O,O,O,O
17971,dat,O,O,O,O,O,O,O,O
17972,sijne,O,O,O,O,O,O,O,O
17973,majest,O,O,O,O,O,O,O,O
17974,sulx,O,O,O,O,O,O,O,O
17975,niet,O,O,O,O,O,O,O,O
17976,zoude,O,O,O,O,O,O,O,O
17977,na,O,O,O,O,O,O,O,O
17978,Laten,O,O,O,O,O,O,O,O
17979,en,O,O,O,O,O,O,O,O
17980,zijl,O,O,O,O,O,O,O,O
17981,:,O,O,O,O,O,O,O,O
17982,ook,O,O,O,O,O,O,O,O
17983,niet,O,O,O,O,O,O,O,O
17984,versuijmen,O,O,O,O,O,O,O,O
17985,om,O,O,O,O,O,O,O,O
17986,alle,O,O,O,O,O,O,O,O
17987,',O,O,O,O,O,O,O,O
17988,t,O,O,O,O,O,O,O,O
17989,gene,O,O,O,O,O,O,O,O
17990,wij,O,O,O,O,O,O,O,O
17991,gesegd,O,O,O,O,O,O,O,O
17992,hadden,O,O,O,O,O,O,O,O
17993,sijne,O,O,O,O,O,O,O,O
17994,maijestijt,O,O,O,O,O,O,O,O
17995,ordentelijk,O,O,O,O,O,O,O,O
17996,bij,O,O,O,O,O,O,O,O
17997,retour,O,O,O,O,O,O,O,O
17998,te,O,O,O,O,O,O,O,O
17999,raporteeren,O,O,O,O,O,O,O,O
18000,.,O,O,O,O,O,O,O,O
18001,hier,O,O,O,O,O,O,O,O
18002,mede,O,O,O,O,O,O,O,O
18003,nu,O,O,O,O,O,O,O,O
18004,gelecl,O,O,O,O,O,O,O,O
18005,blecert,O,O,O,O,O,O,O,O
18006,.,O,O,O,O,O,O,O,O
18007,nu,O,O,O,O,O,O,O,O
18008,nam,O,O,O,O,O,O,O,O
18009,dit,O,O,O,O,O,O,O,O
18010,discoers,O,O,O,O,O,O,O,O
18011,een,O,O,O,O,O,O,O,O
18012,eijnde,O,O,O,O,O,O,O,O
18013,terwijl,O,O,O,O,O,O,O,O
18014,w,O,O,O,O,O,O,O,O
18015,',O,O,O,O,O,O,O,O
18016,hen,O,O,O,O,O,O,O,O
18017,na,O,O,O,O,O,O,O,O
18018,besigtiging,O,O,O,O,O,O,O,O
18019,van,O,O,O,O,O,O,O,O
18020,de,O,O,O,O,O,O,O,O
18021,keijserl,O,O,O,O,O,O,O,O
18022,:,O,O,O,O,O,O,O,O
18023,brief,O,O,O,O,O,O,O,O
18024,een,O,O,O,O,O,O,O,O
18025,schenkage,O,O,O,O,O,O,O,O
18026,goederen,O,O,O,O,O,O,O,O
18027,met,O,O,O,O,O,O,O,O
18028,rose,O,O,O,O,O,O,O,O
18029,water,O,O,O,O,O,O,O,O
18030,be,O,O,O,O,O,O,O,O
18031,„,O,O,O,O,O,O,O,O
18032,sprengt,O,O,O,O,O,O,O,O
18033,en,O,O,O,O,O,O,O,O
18034,tot,O,O,O,O,O,O,O,O
18035,aan,O,O,O,O,O,O,O,O
18036,de,O,O,O,O,O,O,O,O
18037,rivier,O,O,O,O,O,O,O,O
18038,uijtgeleijd,O,O,O,O,O,O,O,O
18039,mits,O,O,O,O,O,O,O,O
18040,„,O,O,O,O,O,O,O,O
18041,„,O,O,O,O,O,O,O,O
18042,gaders,O,O,O,O,O,O,O,O
18043,de,O,O,O,O,O,O,O,O
18044,gewone,O,O,O,O,O,O,O,O
18045,complimenten,O,O,O,O,O,O,O,O
18046,aldaar,O,O,O,O,O,O,O,O
18047,mede,O,O,O,O,O,O,O,O
18048,afgelegd,O,O,O,O,O,O,O,O
18049,hebbende,O,O,O,O,O,O,O,O
18050,eene,O,O,O,O,O,O,O,O
18051,behoude,O,O,O,O,O,O,O,O
18052,rijse,O,O,O,O,O,O,O,O
18053,toewensten,O,O,O,O,O,O,O,O
18054,en,O,O,O,O,O,O,O,O
18055,na,O,O,O,O,O,O,O,O
18056,',O,O,O,O,O,O,O,O
18057,t,O,O,O,O,O,O,O,O
18058,Logement,O,O,O,O,O,O,O,O
18059,terugkeerden,O,O,O,O,O,O,O,O
18060,.,O,O,O,O,O,O,O,O
18061,Den,O,O,O,O,O,O,O,O
18062,4,O,O,O,O,O,O,O,O
18063,:,O,O,O,O,O,O,O,O
18064,e,O,O,O,O,O,O,O,O
18065,April,O,O,O,O,O,O,O,O
18066,Zaterdag,O,O,O,O,O,O,O,O
18067,nademiddag,O,O,O,O,O,O,O,O
18068,ten,O,O,O,O,O,O,O,O
18069,half,O,O,O,O,O,O,O,O
18070,drie,O,O,O,O,O,O,O,O
18071,uren,O,O,O,O,O,O,O,O
18072,quamen,O,O,O,O,O,O,O,O
18073,uijt,O,O,O,O,O,O,O,O
18074,',O,O,O,O,O,O,O,O
18075,t,O,O,O,O,O,O,O,O
18076,hof,O,O,O,O,O,O,O,O
18077,alhier,O,O,O,O,O,O,O,O
18078,te,O,O,O,O,O,O,O,O
18079,verschijnen,O,O,O,O,O,O,O,O
18080,den,O,O,O,O,O,O,O,O
